OS,CVE,PO
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21608,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21609,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21610,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21611,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21612,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21613,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21614,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21712,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21716,Microsoft Word - 2013 SP1 - C:\Program Files (x86)\Microsoft Office\Office15\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21719,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21720,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21775,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21795,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21796,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21930,JavaTM Platform - 8 U321 - C:\Program Files (x86)\Common Files\Oracle\Java\javapath_target_3113687\javaws.exe
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21930,JavaTM Platform - 8 U321 - C:\Program Files (x86)\Java\jre1.8.0_321\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21930,JavaTM Platform - 8 U321 - C:\Program Files\Java\jre1.8.0_321\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21939,JavaTM Platform - 8 U321 - C:\Program Files (x86)\Common Files\Oracle\Java\javapath_target_3113687\javaws.exe
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21939,JavaTM Platform - 8 U321 - C:\Program Files (x86)\Java\jre1.8.0_321\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21939,JavaTM Platform - 8 U321 - C:\Program Files\Java\jre1.8.0_321\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21954,JavaTM Platform - 8 U321 - C:\Program Files (x86)\Common Files\Oracle\Java\javapath_target_3113687\javaws.exe
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21954,JavaTM Platform - 8 U321 - C:\Program Files (x86)\Java\jre1.8.0_321\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21954,JavaTM Platform - 8 U321 - C:\Program Files\Java\jre1.8.0_321\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21967,JavaTM Platform - 8 U321 - C:\Program Files (x86)\Common Files\Oracle\Java\javapath_target_3113687\javaws.exe
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21967,JavaTM Platform - 8 U321 - C:\Program Files (x86)\Java\jre1.8.0_321\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21967,JavaTM Platform - 8 U321 - C:\Program Files\Java\jre1.8.0_321\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-22240,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-22241,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-22242,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-23389,Windows Defender - 1.1.16400.2
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-23397,Microsoft Outlook - 2013 SP1 - C:\Program Files (x86)\Microsoft Office\Office15\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-23398,Microsoft Excel - 2013 SP1 - C:\Program Files (x86)\Microsoft Office\Office15\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-23399,Microsoft Excel - 2013 SP1 - C:\Program Files (x86)\Microsoft Office\Office15\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-23399,Microsoft Office - 2013 SP1 - C:\Program Files (x86)\Microsoft Office\Office15\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2459,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2460,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2462,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2463,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2464,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2465,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2466,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2467,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2468,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-24860,Windows Defender - 1.1.16400.2
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-24892,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-24935,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-24953,Microsoft Excel - 2013 SP1 - C:\Program Files (x86)\Microsoft Office\Office15\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-26395,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-26396,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-26397,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-26405,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-26406,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-26407,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-26408,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-26417,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-26418,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-26419,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-26420,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-26421,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-26422,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-26423,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-26424,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-26425,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2721,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2722,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2723,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2724,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2725,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2726,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-28261,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-28286,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-28287,Microsoft Publisher - 2013 SP1 - C:\Program Files (x86)\Microsoft Office\Office15\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-28295,Microsoft Publisher - 2013 SP1 - C:\Program Files (x86)\Microsoft Office\Office15\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2929,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2930,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2931,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2932,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2933,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-29334,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-29335,Microsoft Word - 2013 SP1 - C:\Program Files (x86)\Microsoft Office\Office15\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2934,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-29345,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2935,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-29350,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-29354,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2936,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2937,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2938,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2939,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2940,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2941,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-3079,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-32029,Microsoft Excel - 2013 SP1 - C:\Program Files (x86)\Microsoft Office\Office15\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-3214,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-3215,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-3216,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-3217,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-33131,Microsoft Outlook - 2013 SP1 - C:\Program Files (x86)\Microsoft Office\Office15\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-33133,Microsoft Excel - 2013 SP1 - C:\Program Files (x86)\Microsoft Office\Office15\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-33137,Microsoft Excel - 2013 SP1 - C:\Program Files (x86)\Microsoft Office\Office15\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-33143,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-33149,Microsoft Office - 2013 SP1 - C:\Program Files (x86)\Microsoft Office\Office15\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-33150,Microsoft Word - 2013 SP1 - C:\Program Files (x86)\Microsoft Office\Office15\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-33151,Microsoft Outlook - 2013 SP1 - C:\Program Files (x86)\Microsoft Office\Office15\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-33152,Microsoft Office - 2013 SP1 - C:\Program Files (x86)\Microsoft Office\Office15\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-33153,Microsoft Office - 2013 SP1 - C:\Program Files (x86)\Microsoft Office\Office15\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-33156,Windows Defender - 1.1.16400.2
