Задача,IP-адрес,CVE,FQDN,Операционная система,Сервис/ПО,ID,Базовая оценка CVSS v2,Базовая оценка CVSS v3,Уровень опасности,Уязвимость,Как исправить,Ссылки,Неустановленное обновление безопасности,Ссылки на обновления,Дата выпуска обновления,Коэффициент,Уровень изоляции,Критичность,Уровень критичности
Эталонный образ RUS,10.85.37.116,CVE-2022-26927,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470124,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-26927,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26927,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-26929,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft .NET Framework - 4.8 - C:\Windows\Microsoft.NET\Framework\v4.0.30319\ C:\Windows\Microsoft.NET\Framework64\v4.0.30319\,470520,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-26929,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26929,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-29103,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470144,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-29103,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-29103,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-29104,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470145,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-29104,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-29104,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-29105,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470146,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-29105,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-29105,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-29113,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470158,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-29113,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-29113,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-29115,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470160,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-29115,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-29115,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-29128,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470170,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-29128,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-29128,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-29129,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470171,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-29129,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-29129,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-29130,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470172,"0,0","9,8",Критический уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-29130,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-29130,,,,1,"0,9","8,82",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-29131,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470173,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-29131,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-29131,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-29132,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470174,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-29132,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-29132,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-29137,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470178,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-29137,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-29137,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-29139,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470180,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-29139,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-29139,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-29141,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470182,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-29141,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-29141,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-30132,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470233,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-30132,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-30132,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-30133,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470374,"0,0","9,8",Критический уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-30133,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-30133,,,,1,"0,9","8,82",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-30138,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470190,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-30138,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-30138,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-30141,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470236,"0,0","8,1",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-30141,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-30141,,,,1,"0,9","7,29",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-30147,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470241,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-30147,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-30147,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-30153,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470247,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-30153,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-30153,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-30160,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470250,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-30160,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-30160,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-30161,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470251,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-30161,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-30161,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-30164,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470254,"0,0","8,4",Высокий уровень,Обход защитных механизмов,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-30164,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-30164,,,,1,"0,9","7,56",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-30165,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470255,"0,0","8,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-30165,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-30165,,,,1,"0,9","7,92",Kритический
