Код,Задача,IP-адрес,FQDN,OS,CVE,PO,ID,Базовая оценка CVSS v2,Базовая оценка CVSS v3,Уровень опасности,Уязвимость,Как исправить,Ссылки,Неустановленное обновление безопасности,Ссылки на обновления,Дата выпуска обновления,Коэффициент,Уровень изоляции,Критичность,Уровень критичночти
306,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0047,Microsoft .NET Framework - 3.5,470639,"0,0","8,8",Высокий уровень,Переполнение буфера в динамической памяти,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-3446,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3446,,,,"0,6","0,9","4,752",Средний
438,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0132,Microsoft .NET Framework - 3.5,470640,"0,0","4,3",Средний уровень,Некорректная реализация (настраиваемые вкладки),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-3447,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3447,,,,"0,6","0,9","2,322",Низкий
223,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2509",Microsoft .NET Framework - 3.5,470787,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-3448,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3448,,,,"0,6","0,9","4,752",Средний
215,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6830,Microsoft .NET Framework - 3.5,470641,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-3449,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3449,,,,"0,6","0,9","4,752",Средний
216,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6872,Microsoft .NET Framework - 3.5,470642,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-3450,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3450,,,,"0,6","0,9","4,752",Средний
768,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2509",Microsoft .NET Framework - 3.5,470550,"0,0","7,5",Высокий уровень,Подмена данных,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-34689,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34689,,,,1,"0,9","6,75",Высокий
670,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2462,Microsoft .NET Framework - 3.5,470381,"0,0","7,1",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34690,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34690,,,,1,"0,9","6,39",Высокий
671,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2504,Microsoft .NET Framework - 3.5,470382,"0,0","8,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34691,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34691,,,,1,"0,9","7,92",Kритический
672,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6096,Microsoft .NET Framework - 3.5,470385,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34699,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34699,,,,1,"0,9","7,02",Kритический
907,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6108,Microsoft .NET Framework - 3.5,470386,"0,0","5,3",Средний уровень,Отказ в обслуживании,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34701,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34701,,,,1,"0,9","4,77",Средний
830,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6115,Microsoft .NET Framework - 3.5,470387,"0,0","8,1",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34702,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34702,,,,1,"0,9","7,29",Kритический
673,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0033,Microsoft .NET Framework - 3.5,470388,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34703,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34703,,,,1,"0,9","7,02",Kритический
950,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0047,Microsoft .NET Framework - 3.5,470389,"0,0","5,5",Средний уровень,Раскрытие информации,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34704,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34704,,,,1,"0,9","4,95",Средний
674,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0132,Microsoft .NET Framework - 3.5,470390,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34705,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34705,,,,1,"0,9","7,02",Kритический
675,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2510",Microsoft .NET Framework - 3.5,470391,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34706,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34706,,,,1,"0,9","7,02",Kритический
676,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6914,Microsoft .NET Framework - 3.5,470392,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34707,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34707,,,,1,"0,9","7,02",Kритический
951,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6956,Microsoft .NET Framework - 3.5,470393,"0,0","5,5",Средний уровень,Раскрытие информации,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34708,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34708,,,,1,"0,9","4,95",Средний
891,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2510",Microsoft .NET Framework - 3.5,470394,"0,0","6,0",Средний уровень,Обход защитных механизмов,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34709,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34709,,,,1,"0,9","5,4",Высокий
952,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2462,Microsoft .NET Framework - 3.5,470395,"0,0","5,5",Средний уровень,Раскрытие информации,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34710,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34710,,,,1,"0,9","4,95",Средний
953,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2504,Microsoft .NET Framework - 3.5,470396,"0,0","5,5",Средний уровень,Раскрытие информации,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34712,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34712,,,,1,"0,9","4,95",Средний
831,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6096,Microsoft .NET Framework - 3.5,470397,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34713,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34713,,,,1,"0,9","7,02",Kритический
